"OBJECT ID","Community name","Alternative community name","Province/Territory","Community record status","Community type","Latitude (°)","Longitude (°)","Community classification","Indigenous category","Is there year-round road access to this community?","Is this a fly-in community?","Population","Main power source","Name of service provider","Total fossil fuel generating capacity (kW)","Annual fossil fuel generation (MWh/yr)","Price of fuel at site","Units","Total renewable energy generation (kW)","Community energy plan"
"241","Pinware","Pied Noir","NL","Active > Multi-community local microgrid","Settlement","51.62","-56.71","Non-indigenous","null","Yes","No","88","Hydro","N&L Hydro","null","null","null","$/l","0","null"
"242","Norman's Bay","Norman Bay","NL","Active > Single community off-grid","Settlement","52.94","-55.91","Indigenous","Indigenous Collective","No","No","25","Diesel","N&L Hydro","160","211","1.157","$/l","0","null"
"243","Mary's Harbour","null","NL","Active > Multi-community local microgrid","Settlement","52.3","-55.83","Indigenous","Indigenous Collective","Yes","No","341","Diesel","N&L Hydro","2635","4561","0.883","$/l","0","null"
"244","Lodge Bay","Ranger Lodge","NL","Active > Multi-community local microgrid","Settlement","52.23","-55.85","Non-indigenous","null","Yes","No","65","Diesel","N&L Hydro","null","null","null","$/l","0","null"
"245","Port Hope Simpson","null","NL","Active > Single community off-grid","Settlement","52.54","-56.3","Indigenous","Indigenous Collective","Yes","No","412","Diesel","N&L Hydro","1965","3504","0.879","$/l","0","null"
"246","St Lewis","Fox Harbour;Ilha de Frey Luis","NL","Active > Single community off-grid","Settlement","52.37","-55.7","Indigenous","Indigenous Collective","Yes","No","194","Diesel","N&L Hydro","1020","1604","0.857","$/l","0","null"
"248","Black Tickle","Kikkertet","NL","Active > Single community off-grid","Settlement","53.46","-55.77","Indigenous","Indigenous Collective","No","No","150","Diesel","N&L Hydro","1005","1163","0.958","$/l","0","null"
"249","Cartwright","null","NL","Active > Single community off-grid","Settlement","53.69","-56.97","Indigenous","Indigenous Collective","Yes","No","427","Diesel","N&L Hydro","2220","4477","0.869","$/l","0","null"
"251","Paradise River","null","NL","Active > Single community off-grid","Settlement","53.44","-57.27","Indigenous","Indigenous Collective","Yes","No","10","Diesel","N&L Hydro","150","210","0.9","$/l","0","null"
"252","Hopedale","Agvituk","NL","Active > Single community off-grid","Settlement","55.46","-60.23","Indigenous","Inuit","No","Yes","574","Diesel","N&L Hydro","2500","5203","0.895","$/l","0","null"
"253","Makkovik","Maquuvik","NL","Active > Single community off-grid","Settlement","55.05","-59.2","Indigenous","Inuit","No","Yes","377","Diesel","N&L Hydro","1700","4520","0.916","$/l","0","null"
"254","Nain","Nunajnguk","NL","Active > Single community off-grid","Settlement","56.54","-61.72","Indigenous","Inuit","No","Yes","1125","Diesel","N&L Hydro","3755","9377","0.91","$/l","0","null"
"255","Postville","Kaipokok;Qipuqqaq","NL","Active > Single community off-grid","Settlement","54.9","-59.8","Indigenous","Inuit","No","Yes","177","Diesel","N&L Hydro","890","2032","0.927","$/l","0","null"
"256","Rigolet","Kikiaq","NL","Active > Single community off-grid","Settlement","54.18","-58.43","Indigenous","Inuit","No","Yes","305","Diesel","N&L Hydro","1320","3049","0.899","$/l","0","null"
"258","Natuashish 2","Mushuau Innu First Nation","NL","Active > Single community off-grid","Settlement","55.92","-61.18","Indigenous","First Nation","No","Yes","936","Diesel","N&L Hydro","3273","9420","null","$/l","0","null"
"261","Voisey's Bay Mine","null","NL","Active > Single community off-grid","Commercial","56.3317","-62.0909","Non-indigenous","null","No","Yes","450","Diesel","Independent","27000","101452.186","0.66","$/l","0","null"
"262","Kinoosao","Thomas Clark 204","SK","Active > Single community off-grid","Settlement","57.0834553","-102.0170078","Indigenous","First Nation","Yes","No","10","Diesel","Saskpower","90","0.2345","1.06","$/l","0","null"
"263","Barren Lands","Brochet 197","MB","Active > Multi-community local microgrid","Settlement","57.879722","-101.67111","Indigenous","First Nation","No","Yes","383","Diesel","Manitoba Hydro","2630","null","null","null","0","Completed by Pembina 2007"
"264","Brochet","null","MB","Active > Multi-community local microgrid","Settlement","57.879722","-101.67111","Non-indigenous","null","No","Yes","489","Diesel","Manitoba Hydro","2630","3109","null","null","0","null"
"270","Lac Brochet","Northlands;Lac Brochet 197A","MB","Active > Single community off-grid","Settlement","58.62","-101.48389","Indigenous","First Nation","No","Yes","919","Diesel","Manitoba Hydro","2305","3557","null","null","0","Completed by Pembina 2006"
"275","Shamattawa","Shamattawa 1","MB","Active > Single community off-grid","Settlement","55.85","-92.08333","Indigenous","First Nation","No","Yes","1443","Diesel","Manitoba Hydro","4495","6330","null","null","0","Completed by Pembina 2006"
"277","Tadoule Lake","Sayisi Dene;Churchill 1","MB","Active > Single community off-grid","Settlement","58.711944","-98.480278","Indigenous","First Nation","No","Yes","311","Diesel","Manitoba Hydro","2305","2406","null","null","0","Completed by Pembina 2006"
"279","Diavik Diamond Mine","null","NT","Active > Single community off-grid","Commercial","64.49611","-110.27333","Non-Indigenous","null","No","Yes","330","Diesel","Independent","51200","174508416","1.3","$/l","16380.901","null"
"280","Ekati Diamond Mine","null","NT","Active > Single community off-grid","Commercial","64.715","-110.618","Non-Indigenous","null","No","Yes","null","Diesel","Independent","31000","11400","1.13","$/l","0","null"
"281","Gahcho Kué Mine","null","NT","Active > Single community off-grid","Commercial","63.4415","-109.1767","Non-Indigenous","null","No","Yes","null","Diesel","Independent","14100","8800","null","null","0","null"
"284","Prairie Creek Mine","null","NT","Active > Single community off-grid","Commercial","61.33","-124.48","Non-Indigenous","null","Yes","No","120","Diesel","Independent","5200","null","null","null","0","null"
"287","Enterprise","null","NT","Active > Grid connected: Yukon or NWT grid","Settlement","60.56117","-116.14071","Non-indigenous","null","Yes","No","106","Prov./terr. grid","Northland","null","null","null","null","0","Completed by Arctic Energy Alliance"
"288","Fort Providence","Deh Gáh Got'ie Dene","NT","Active > Single community off-grid","Settlement","61.34683","-117.6332","Indigenous","First Nation","Yes","No","695","Diesel","Northland","1705","3122.7","null","null","0","null"
"289","Hay River","null","NT","Active > Grid connected: Yukon or NWT grid","Settlement","60.85","-115.73333","Indigenous","First Nation","Yes","No","3528","Prov./terr. grid","Northland","8340","1085.8","null","null","65011","null"
"290","Hay River Dene 1","K'atl'odeeche","NT","Active > Grid connected: Yukon or NWT grid","Settlement","60.83504","-115.7616","Indigenous","First Nation","Yes","No","309","Prov./terr. grid","Northland","null","null","null","null","0","Completed by Arctic Energy Alliance"
"291","Kakisa","Ka'a'gee Tu","NT","Active > Single community off-grid","Settlement","60.93601","-117.4178","Indigenous","First Nation","Yes","No","36","Diesel","Northland","411","325.7","null","null","0","Completed by Arctic Energy Alliance"
"292","Ndilǫ","N'dilo,Yellowknife","NT","Active > Grid connected: Yukon or NWT grid","Settlement","62.47395","-114.34433","Indigenous","First Nation","Yes","No","210","Prov./terr. grid","Northland","null","null","null","null","0","Completed by Arctic Energy Alliance"
"293","Sambaa K'e","Trout Lake","NT","Active > Single community off-grid","Settlement","60.4425","-121.24528","Indigenous","First Nation","No","Yes","88","Diesel","Northland","450","451.2","null","null","0","Completed by Arctic Energy Alliance"
"294","Wekweètì","Snare Lake","NT","Active > Single community off-grid","Settlement","64.18333","-114.18333","Indigenous","First Nation","No","Yes","129","Diesel","Northland","470","662.2","null","null","0","Completed by Arctic Energy Alliance"
"295","Yellowknife","null","NT","Active > Grid connected: Yukon or NWT grid","Settlement","62.45574","-114.36968","Non-Indigenous","null","Yes","No","19569","Prov./terr. grid","Northland","27660","null","0.26","$/l","113275","Completed by Pembina 2006"
"296","Aklavik","null","NT","Active > Single community off-grid","Settlement","68.21946","-135.00563","Indigenous","Inuit","No","Yes","590","Diesel","NTPC","1840","3192","1.22","$/l","0","Completed (stated in national report)"
"297","Behchokǫ̀","Rae-Edzo","NT","Active > Grid connected: Yukon or NWT grid","Settlement","62.83333","-116.05","Indigenous","First Nation","Yes","No","1874","Prov./terr. grid","NTPC","2000","7340","null","null","0","null"
"298","Colville Lake","Behdzi Ahda","NT","Active > Single community off-grid","Settlement","67.0383","-126.09591","Indigenous","First Nation","No","Yes","129","Diesel","NTPC","240","627","0.99","$/l","46","Completed by Arctic Energy Alliance"
"299","Délįne","Fort Franklin","NT","Active > Single community off-grid","Settlement","65.1964","-123.42365","Indigenous","First Nation","No","Yes","533","Diesel","NTPC","1190","2756","1.08","$/l","0","Completed by Arctic Energy Alliance"
"300","Detah","Dettah","NT","Active > Grid connected: Yukon or NWT grid","Settlement","62.4119","-114.3075","Indigenous","First Nation","Yes","No","219","Prov./terr. grid","NTPC","7360","940","null","null","0","null"
"301","Fort Good Hope","K'asho Got'ine","NT","Active > Single community off-grid","Settlement","66.2644","-128.6163","Indigenous","First Nation","No","Yes","516","Diesel","NTPC","1230","2749","1.08","$/l","0","Completed by Arctic Energy Alliance"
"302","Fort Liard","Ahcho Kue","NT","Active > Single community off-grid","Settlement","60.23307","-123.38077","Indigenous","First Nation","Yes","No","500","Diesel","NTPC","1320","2279","0.92","$/l","0","null"
"303","Fort McPherson","Tetl'it Zheh","NT","Active > Single community off-grid","Settlement","67.42937","-134.8398","Indigenous","First Nation","Yes","No","700","Diesel","NTPC","1825","3459","1.03","$/l","0","Completed by Arctic Energy Alliance"
"304","Fort Resolution","Deninu K'ue","NT","Active > Grid connected: Yukon or NWT grid","Settlement","61.16667","-113.66667","Indigenous","First Nation","Yes","No","470","Prov./terr. grid","NTPC","700","2629","null","null","0","Completed by Arctic Energy Alliance"
"305","Fort Simpson","Liidlii Kue","NT","Active > Single community off-grid","Settlement","61.86667","-121.38333","Indigenous","First Nation","Yes","No","1202","Diesel","NTPC","3210","7529","0.7","$/l","91","null"
"306","Fort Smith","Salt River","NT","Active > Grid connected: Yukon or NWT grid","Settlement","60","-111.88333","Non-Indigenous","null","Yes","No","2542","Prov./terr. grid","NTPC","6000","null","null","null","0","null"
"307","Gamètì","Rae Lakes","NT","Active > Single community off-grid","Settlement","64.1055","-117.33333","Indigenous","First Nation","No","Yes","278","Diesel","NTPC","612","1130","0.97","$/l","0","Completed by Arctic Energy Alliance"
"308","Inuvik","null","NT","Active > Single community off-grid","Settlement","68.36569","-133.71518","Indigenous","Inuit","Yes","No","3243","Natural Gas","NTPC","7700","11536","1.14","$/l","0","null"
"309","Jean Marie River","Tthets’ek’ehdeli","NT","Active > Single community off-grid","Settlement","61.49173","-120.6495","Indigenous","First Nation","Yes","No","77","Diesel","NTPC","265","331","0.7","$/l","0","Completed by Arctic Energy Alliance"
"310","Łutselk'e","null","NT","Active > Single community off-grid","Settlement","62.4","-110.73333","Indigenous","First Nation","No","Yes","303","Diesel","NTPC","820","null","1.07","$/l","0","Completed by Arctic Energy Alliance"
"311","Nahanni Butte","Tthenáágó","NT","Active > Single community off-grid","Settlement","61.03333","-123.3662","Indigenous","First Nation","Yes","No","87","Diesel","NTPC","290","399","0.79","$/l","0","Completed by Arctic Energy Alliance"
"312","Norman Wells","Tłegǫ́hłı̨","NT","Active > Single community off-grid","Settlement","65.27744","-126.79168","Indigenous","First Nation","No","Yes","778","Natural Gas","NTPC","2120","9110","null","null","0","Completed by Arctic Energy Alliance"
"313","Paulatuk","Paulatuuq","NT","Active > Single community off-grid","Settlement","69.33484","-124.06186","Indigenous","Inuit","No","Yes","265","Diesel","NTPC","840","1461","1.23","$/l","0","Completed by Arctic Energy Alliance"
"314","Sachs Harbour","Ikahuak","NT","Active > Single community off-grid","Settlement","71.9884","-125.23935","Indigenous","Inuit","No","Yes","103","Diesel","NTPC","795","954","1.17","$/l","0","Completed by Arctic Energy Alliance"
"316","Tsiigehtchic","Arctic Red River;Gwichya Gwich'in","NT","Active > Single community off-grid","Settlement","67.44604","-133.7305","Indigenous","Inuit","Yes","No","172","Diesel","NTPC","500","777","1.05","$/l","0","null"
"317","Tuktoyaktuk","Tuktuyaaqtuuq","NT","Active > Single community off-grid","Settlement","69.42901","-133.03528","Indigenous","Inuit","No","Yes","898","Diesel","NTPC","2210","4229","1.05","$/l","0","null"
"318","Tulita","Fort Norman","NT","Active > Single community off-grid","Settlement","64.9","-125.56667","Indigenous","First Nation","No","Yes","477","Diesel","NTPC","1080","2433","1","$/l","0","Completed by Arctic Energy Alliance"
"319","Ulukhaktok","Ulukhaqtuuq;Holman","NT","Active > Single community off-grid","Settlement","70.7332","-117.75026","Indigenous","Inuit","No","Yes","396","Diesel","NTPC","1160","2069","1.15","$/l","0","null"
"320","Whatį̀","Lac La Martre","NT","Active > Single community off-grid","Settlement","63.15682","-117.2535","Indigenous","First Nation","No","Yes","470","Diesel","NTPC","1015","1769","0.9","$/l","0","Completed by Arctic Energy Alliance"
"321","Wrigley","Pehdzeh Ki","NT","Active > Single community off-grid","Settlement","63.26667","-123.5665","Indigenous","First Nation","Yes","No","119","Diesel","NTPC","781","737","0.79","$/l","0","null"
"322","Armstrong","null","ON","Active > Multi-community local microgrid","Settlement","50.2967","-89.0583","Non-Indigenous","null","Yes","No","193","Diesel","Hydro One Remote Communities","1450","4794.466","0.8577502714677304","$/l","0","null"
"323","Bearskin Lake","null","ON","Active > Single community off-grid","Settlement","53.9161","-90.968","Indigenous","First Nation","No","Yes","476","Diesel","Hydro One Remote Communities","1000","2880.37","1.420321958405374","$/l","0","null"
"324","Biscotasing","null","ON","Active > Single community off-grid","Settlement","47.28333","-82.1","Non-Indigenous","null","Yes","No","22","Diesel","Hydro One Remote Communities","200","436.176","0.9639864328830123","$/l","0","null"
"325","Collins","Namaygoosisagagun","ON","Active > Multi-community local microgrid","Settlement","50.28333","-89.45","Non-Indigenous","null","Yes","No","30","Diesel","Hydro One Remote Communities","null","null","0.8577502714677304","$/l","0","null"
"326","Deer Lake","null","ON","Active > Single community off-grid","Settlement","52.617","-94.05933","Indigenous","First Nation","No","Yes","1083","Diesel","Hydro One Remote Communities","1795","5333.256","1.768644599706826","$/l","1258.638","null"
"327","Fort Severn","Fort Severn 89","ON","Active > Single community off-grid","Settlement","55.994","-87.63333","Indigenous","First Nation","No","Yes","546","Diesel","Hydro One Remote Communities","1000","3065.55","2.3626002652942852","$/l","0","null"
"328","Gull Bay","Kiashke Zaaging Anishinaabek;Gull River 55","ON","Active > Single community off-grid","Settlement","49.8","-89.1","Indigenous","First Nation","Yes","No","392","Diesel","Hydro One Remote Communities","430","1188.643","0.8568524202362984","$/l","0","null"
"330","Kasabonika","null","ON","Active > Single community off-grid","Settlement","53.6028","-88.66134","Indigenous","First Nation","No","Yes","1097","Diesel","Hydro One Remote Communities","1600","5150.479","1.4905799662048378","$/l","90","Completed by Pembina 2006"
"331","Kingfisher Lake","Kingfisher Lake 1","ON","Active > Single community off-grid","Settlement","53.02708","-89.84113","Indigenous","First Nation","No","Yes","535","Diesel","Hydro One Remote Communities","2180","2723.723","1.356516608098675","$/l","0","Completed by Pembina 2007"
"332","Kitchenuhmaykoosib","Kitchenuhmaykoosib Inninuwug;Big Trout Lake","ON","Active > Single community off-grid","Settlement","53.82304","-89.88468","Indigenous","First Nation","No","Yes","1156","Diesel","Hydro One Remote Communities","3000","6402.499","1.5802728606188492","$/l","0","Completed by Pembina"
"333","Neskantaga","Lansdowne House","ON","Active > Single community off-grid","Settlement","52.22","-87.895","Indigenous","First Nation","No","Yes","237","Diesel","Hydro One Remote Communities","875","2122.368","1.1178628886361381","$/l","0","null"
"334","Oba","null","ON","Active > Single community off-grid","Settlement","49.06667","-84.1","Non-Indigenous","null","Yes","No","15","Diesel","Hydro One Remote Communities","97","253.271","0.9570279685393736","$/l","0","null"
"335","Ogoki","Ogoki Post;Marten Falls 65","ON","Active > Single community off-grid","Settlement","51.66664","-85.91671","Indigenous","First Nation","No","Yes","389","Diesel","Hydro One Remote Communities","650","2015.6","1.4635295840477396","$/l","0","null"
"336","Sachigo Lake","Sachigo Lake 1;Sachigo Lake 2","ON","Active > Single community off-grid","Settlement","53.88004","-92.17811","Indigenous","First Nation","No","Yes","547","Diesel","Hydro One Remote Communities","1000","3298.896","1.3781010204459776","$/l","0","null"
"337","Sandy Lake","null","ON","Active > Single community off-grid","Settlement","53.06668","-93.33354","Indigenous","First Nation","No","Yes","2641","Diesel","Hydro One Remote Communities","3050","12364.911","1.5124472325309546","$/l","0","null"
"338","Sultan","null","ON","Active > Single community off-grid","Settlement","47.6","-82.75","Non-Indigenous","null","Yes","No","64","Diesel","Hydro One Remote Communities","177","479.393","0.9974391415917806","$/l","34","null"
"339","Wapekeka Reserve 1","Wapekeka Reserve 2;Angling Lake","ON","Active > Single community off-grid","Settlement","53.85","-89.53333","Indigenous","First Nation","No","Yes","437","Diesel","Hydro One Remote Communities","865","2610.171","1.6036247689745515","$/l","0","Completed by Pembina 2005"
"340","Weagamow Lake","North Caribou Lake;Weagamow Lake 87","ON","Active > Single community off-grid","Settlement","52.95005","-91.26674","Indigenous","First Nation","No","Yes","880","Diesel","Hydro One Remote Communities","1725","4711.607","1.239101403070052","$/l","0","null"
"341","Webequie","null","ON","Active > Single community off-grid","Settlement","52.98333","-87.35","Indigenous","First Nation","No","Yes","793","Diesel","Hydro One Remote Communities","2000","3070.461","1.4572190328123722","$/l","0","null"
"342","Whitesand","null","ON","Active > Multi-community local microgrid","Settlement","50.3","-89.03579","Indigenous","First Nation","Yes","No","376","Diesel","Hydro One Remote Communities","2250","null","0.8577502714677304","$/l","0","null"
"349","Fort Hope","Eabametoong;Fort Hope 64","ON","Active > Single community off-grid","Settlement","51.55904","-87.88179","Indigenous","First Nation","No","Yes","1548","Diesel","Independent","2621","null","0.68","$/l","0","Completed by Pembina 2007"
"350","Keewaywin","Kee-Way-Win","ON","Active > Single community off-grid","Settlement","52.99837","-92.80181","Indigenous","First Nation","No","Yes","577","Diesel","Independent","1815","null","0.72","$/l","0","Completed by Pembina 2007"
"351","Muskrat Dam Lake","null","ON","Active > Single community off-grid","Settlement","53.4","-91.83708","Indigenous","First Nation","No","Yes","234","Diesel","Independent","1741","null","0.75","$/l","0","null"
"352","Summer Beaver","Nibinamik","ON","Active > Single community off-grid","Settlement","52.75","-88.5","Indigenous","First Nation","No","Yes","387","Diesel","Independent","1710","null","0.685","$/l","0","null"
"353","North Spirit Lake","null","ON","Active > Single community off-grid","Settlement","52.505","-93.019","Indigenous","First Nation","No","Yes","440","Diesel","Independent","1815","null","0.77","$/l","0","Completed by Pembina 2007"
"354","Peawanuck","Winisk 90, Weenusk","ON","Active > Single community off-grid","Settlement","54.99273","-85.43339","Indigenous","First Nation","No","Yes","288","Diesel","Independent","1400","null","1.26","$/l","0","Completed by Pembina 2007"
"355","Pikangikum","Pikangikum 14","ON","Active > Single community off-grid","Settlement","51.8086","-93.98433","Indigenous","First Nation","No","Yes","2720","Diesel","Independent","4575","null","null","null","0","null"
"356","Poplar Hill","null","ON","Active > Single community off-grid","Settlement","52.09333","-94.3","Indigenous","First Nation","No","Yes","601","Diesel","Independent","1735","null","0.64","$/l","0","null"
"357","Wawakapewin","Long Dog Lake","ON","Active > Single community off-grid","Settlement","53.5","-89.14201","Indigenous","First Nation","No","Yes","47","Diesel","Independent","306","null","0.91","$/l","0","null"
"358","Wunnumin Lake","Wunnumin;Wunnumin 1;Wunnumin 2;","ON","Active > Single community off-grid","Settlement","52.9","-89.3","Indigenous","First Nation","No","Yes","576","Diesel","Independent","2000","null","0.7197","$/l","0","Completed by Pembina 2007"